Скрябин Александр Николаевич	Танеев Сергей Иванович
Стравинский Игорь Фёдорович	Римский-Корсаков Николай Андреевич
Танеев Сергей Иванович	Глинка Михаил Иванович
Танеев Сергей Иванович	Глиэр Рейнгольд Морицевич
Танеев Сергей Иванович	Прокофьев Сергей Сергеевич
Танеев Сергей Иванович	Рахманинов Сергей Васильевич
Танеев Сергей Иванович	Скрябин Александр Николаевич
Чайковский Петр Ильич	Балакирев Милий Алексеевич
Чайковский Петр Ильич	Бортнянский Дмитрий Степанович
Чайковский Петр Ильич	Глинка Михаил Иванович
Чайковский Петр Ильич	Ипполитов-Иванов Михаил Михайлович
Чайковский Петр Ильич	Направник Эдуард Францевич
Чайковский Петр Ильич	Рубинштейн Антон Григорьевич
Чайковский Петр Ильич	Танеев Сергей Иванович
Чесноков Павел Григорьевич	Ипполитов-Иванов Михаил Михайлович
Чесноков Павел Григорьевич	Танеев Сергей Иванович
Шнитке Альфред Гарриевич	Кабалевский Дмитрий Борисович
Шостакович Дмитрий Дмитриевич	Глазунов Александр Константинович
Шостакович Дмитрий Дмитриевич	Глинка Михаил Иванович
Шостакович Дмитрий Дмитриевич	Мусоргский Модест Петрович
Шостакович Дмитрий Дмитриевич	Прокофьев Сергей Сергеевич
Шостакович Дмитрий Дмитриевич	Рахманинов Сергей Васильевич
Шостакович Дмитрий Дмитриевич	Римский-Корсаков Николай Андреевич
Шостакович Дмитрий Дмитриевич	Свиридов Георгий Васильевич
Шостакович Дмитрий Дмитриевич	Стравинский Игорь Фёдорович
Шостакович Дмитрий Дмитриевич	Шнитке Альфред Гарриевич
